"","X.x","site_no.x","dateTime","Flow_Inst.x","Site.x","Cat.x","X.y","site_no.y","Flow_Inst.y","Site.y","Cat.y","X.x.x","site_no.x.x","Flow_Inst.x.x","Site.x.x","Cat.x.x","X.y.y","site_no.y.y","Flow_Inst.y.y","Site.y.y","Cat.y.y"
"4166",4166,13185000,"2019-03-04 01:00:00",555,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8842,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13498,13211205,743,"BOISE RIVER AT CALDWELL, ID ","Managed",18166,13213000,1120,"BOISE RIVER NR PARMA ID ","Managed"
"4167",4167,13185000,"2019-03-04 01:15:00",555,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8843,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13499,13211205,743,"BOISE RIVER AT CALDWELL, ID ","Managed",18167,13213000,1120,"BOISE RIVER NR PARMA ID ","Managed"
"4168",4168,13185000,"2019-03-04 01:30:00",555,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8844,13206000,312,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13500,13211205,749,"BOISE RIVER AT CALDWELL, ID ","Managed",18168,13213000,1120,"BOISE RIVER NR PARMA ID ","Managed"
"4169",4169,13185000,"2019-03-04 01:45:00",559,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8845,13206000,312,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13501,13211205,743,"BOISE RIVER AT CALDWELL, ID ","Managed",18169,13213000,1110,"BOISE RIVER NR PARMA ID ","Managed"
"4170",4170,13185000,"2019-03-04 02:00:00",555,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8846,13206000,312,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13502,13211205,743,"BOISE RIVER AT CALDWELL, ID ","Managed",18170,13213000,1110,"BOISE RIVER NR PARMA ID ","Managed"
"4171",4171,13185000,"2019-03-04 02:15:00",559,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8847,13206000,312,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13503,13211205,749,"BOISE RIVER AT CALDWELL, ID ","Managed",18171,13213000,1110,"BOISE RIVER NR PARMA ID ","Managed"
"4172",4172,13185000,"2019-03-04 02:30:00",564,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8848,13206000,312,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13504,13211205,749,"BOISE RIVER AT CALDWELL, ID ","Managed",18172,13213000,1110,"BOISE RIVER NR PARMA ID ","Managed"
"4173",4173,13185000,"2019-03-04 02:45:00",564,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8849,13206000,307,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13505,13211205,749,"BOISE RIVER AT CALDWELL, ID ","Managed",18173,13213000,1110,"BOISE RIVER NR PARMA ID ","Managed"
"4174",4174,13185000,"2019-03-04 03:00:00",569,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8850,13206000,307,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13506,13211205,754,"BOISE RIVER AT CALDWELL, ID ","Managed",18174,13213000,1110,"BOISE RIVER NR PARMA ID ","Managed"
"4175",4175,13185000,"2019-03-04 03:15:00",574,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8851,13206000,307,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13507,13211205,749,"BOISE RIVER AT CALDWELL, ID ","Managed",18175,13213000,1110,"BOISE RIVER NR PARMA ID ","Managed"
"4176",4176,13185000,"2019-03-04 03:30:00",584,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8852,13206000,307,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13508,13211205,754,"BOISE RIVER AT CALDWELL, ID ","Managed",18176,13213000,1110,"BOISE RIVER NR PARMA ID ","Managed"
"4177",4177,13185000,"2019-03-04 03:45:00",584,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8853,13206000,307,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13509,13211205,754,"BOISE RIVER AT CALDWELL, ID ","Managed",18177,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4178",4178,13185000,"2019-03-04 04:00:00",589,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8854,13206000,307,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13510,13211205,754,"BOISE RIVER AT CALDWELL, ID ","Managed",18178,13213000,1110,"BOISE RIVER NR PARMA ID ","Managed"
"4179",4179,13185000,"2019-03-04 04:15:00",593,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8855,13206000,307,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13511,13211205,754,"BOISE RIVER AT CALDWELL, ID ","Managed",18179,13213000,1100,"BOISE RIVER NR PARMA ID ","Managed"
"4180",4180,13185000,"2019-03-04 04:30:00",593,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8856,13206000,307,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13512,13211205,754,"BOISE RIVER AT CALDWELL, ID ","Managed",18180,13213000,1100,"BOISE RIVER NR PARMA ID ","Managed"
"4181",4181,13185000,"2019-03-04 04:45:00",589,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8857,13206000,312,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13513,13211205,760,"BOISE RIVER AT CALDWELL, ID ","Managed",18181,13213000,1100,"BOISE RIVER NR PARMA ID ","Managed"
"4182",4182,13185000,"2019-03-04 05:00:00",584,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8858,13206000,312,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13514,13211205,760,"BOISE RIVER AT CALDWELL, ID ","Managed",18182,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4183",4183,13185000,"2019-03-04 05:15:00",579,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8859,13206000,312,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13515,13211205,760,"BOISE RIVER AT CALDWELL, ID ","Managed",18183,13213000,1100,"BOISE RIVER NR PARMA ID ","Managed"
"4184",4184,13185000,"2019-03-04 05:30:00",579,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8860,13206000,321,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13516,13211205,760,"BOISE RIVER AT CALDWELL, ID ","Managed",18184,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4185",4185,13185000,"2019-03-04 05:45:00",579,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8861,13206000,321,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13517,13211205,760,"BOISE RIVER AT CALDWELL, ID ","Managed",18185,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4186",4186,13185000,"2019-03-04 06:00:00",574,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8862,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13518,13211205,760,"BOISE RIVER AT CALDWELL, ID ","Managed",18186,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4187",4187,13185000,"2019-03-04 06:15:00",579,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8863,13206000,321,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13519,13211205,754,"BOISE RIVER AT CALDWELL, ID ","Managed",18187,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4188",4188,13185000,"2019-03-04 06:30:00",579,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8864,13206000,326,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13520,13211205,760,"BOISE RIVER AT CALDWELL, ID ","Managed",18188,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4189",4189,13185000,"2019-03-04 06:45:00",579,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8865,13206000,326,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13521,13211205,760,"BOISE RIVER AT CALDWELL, ID ","Managed",18189,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4190",4190,13185000,"2019-03-04 07:00:00",574,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8866,13206000,326,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13522,13211205,760,"BOISE RIVER AT CALDWELL, ID ","Managed",18190,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4191",4191,13185000,"2019-03-04 07:15:00",574,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8867,13206000,326,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13523,13211205,754,"BOISE RIVER AT CALDWELL, ID ","Managed",18191,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4192",4192,13185000,"2019-03-04 07:30:00",574,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8868,13206000,330,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13524,13211205,754,"BOISE RIVER AT CALDWELL, ID ","Managed",18192,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4193",4193,13185000,"2019-03-04 07:45:00",574,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8869,13206000,330,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13525,13211205,754,"BOISE RIVER AT CALDWELL, ID ","Managed",18193,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4194",4194,13185000,"2019-03-04 08:00:00",574,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8870,13206000,330,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13526,13211205,754,"BOISE RIVER AT CALDWELL, ID ","Managed",18194,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4195",4195,13185000,"2019-03-04 08:15:00",569,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8871,13206000,330,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13527,13211205,754,"BOISE RIVER AT CALDWELL, ID ","Managed",18195,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4196",4196,13185000,"2019-03-04 08:30:00",574,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8872,13206000,326,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13528,13211205,749,"BOISE RIVER AT CALDWELL, ID ","Managed",18196,13213000,1100,"BOISE RIVER NR PARMA ID ","Managed"
"4197",4197,13185000,"2019-03-04 08:45:00",574,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8873,13206000,330,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13529,13211205,749,"BOISE RIVER AT CALDWELL, ID ","Managed",18197,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4198",4198,13185000,"2019-03-04 09:00:00",574,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8874,13206000,330,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13530,13211205,749,"BOISE RIVER AT CALDWELL, ID ","Managed",18198,13213000,1100,"BOISE RIVER NR PARMA ID ","Managed"
"4199",4199,13185000,"2019-03-04 09:15:00",574,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8875,13206000,326,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13531,13211205,743,"BOISE RIVER AT CALDWELL, ID ","Managed",18199,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4200",4200,13185000,"2019-03-04 09:30:00",574,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8876,13206000,330,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13532,13211205,749,"BOISE RIVER AT CALDWELL, ID ","Managed",18200,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4201",4201,13185000,"2019-03-04 09:45:00",569,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8877,13206000,330,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13533,13211205,749,"BOISE RIVER AT CALDWELL, ID ","Managed",18201,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4202",4202,13185000,"2019-03-04 10:00:00",569,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8878,13206000,321,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13534,13211205,743,"BOISE RIVER AT CALDWELL, ID ","Managed",18202,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4203",4203,13185000,"2019-03-04 10:15:00",569,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8879,13206000,321,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13535,13211205,738,"BOISE RIVER AT CALDWELL, ID ","Managed",18203,13213000,1100,"BOISE RIVER NR PARMA ID ","Managed"
"4204",4204,13185000,"2019-03-04 10:30:00",564,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8880,13206000,321,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13536,13211205,738,"BOISE RIVER AT CALDWELL, ID ","Managed",18204,13213000,1100,"BOISE RIVER NR PARMA ID ","Managed"
"4205",4205,13185000,"2019-03-04 10:45:00",564,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8881,13206000,321,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13537,13211205,743,"BOISE RIVER AT CALDWELL, ID ","Managed",18205,13213000,1110,"BOISE RIVER NR PARMA ID ","Managed"
"4206",4206,13185000,"2019-03-04 11:00:00",559,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8882,13206000,321,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13538,13211205,743,"BOISE RIVER AT CALDWELL, ID ","Managed",18206,13213000,1100,"BOISE RIVER NR PARMA ID ","Managed"
"4207",4207,13185000,"2019-03-04 11:15:00",559,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8883,13206000,321,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13539,13211205,743,"BOISE RIVER AT CALDWELL, ID ","Managed",18207,13213000,1110,"BOISE RIVER NR PARMA ID ","Managed"
"4208",4208,13185000,"2019-03-04 11:30:00",559,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8884,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13540,13211205,738,"BOISE RIVER AT CALDWELL, ID ","Managed",18208,13213000,1100,"BOISE RIVER NR PARMA ID ","Managed"
"4209",4209,13185000,"2019-03-04 11:45:00",559,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8885,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13541,13211205,743,"BOISE RIVER AT CALDWELL, ID ","Managed",18209,13213000,1110,"BOISE RIVER NR PARMA ID ","Managed"
"4210",4210,13185000,"2019-03-04 12:00:00",554,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8886,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13542,13211205,738,"BOISE RIVER AT CALDWELL, ID ","Managed",18210,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4211",4211,13185000,"2019-03-04 12:15:00",554,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8887,13206000,321,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13543,13211205,743,"BOISE RIVER AT CALDWELL, ID ","Managed",18211,13213000,1110,"BOISE RIVER NR PARMA ID ","Managed"
"4212",4212,13185000,"2019-03-04 12:30:00",554,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8888,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13544,13211205,738,"BOISE RIVER AT CALDWELL, ID ","Managed",18212,13213000,1110,"BOISE RIVER NR PARMA ID ","Managed"
"4213",4213,13185000,"2019-03-04 12:45:00",550,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8889,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13545,13211205,732,"BOISE RIVER AT CALDWELL, ID ","Managed",18213,13213000,1110,"BOISE RIVER NR PARMA ID ","Managed"
"4214",4214,13185000,"2019-03-04 13:00:00",550,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8890,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13546,13211205,738,"BOISE RIVER AT CALDWELL, ID ","Managed",18214,13213000,1100,"BOISE RIVER NR PARMA ID ","Managed"
"4215",4215,13185000,"2019-03-04 13:15:00",545,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8891,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13547,13211205,738,"BOISE RIVER AT CALDWELL, ID ","Managed",18215,13213000,1100,"BOISE RIVER NR PARMA ID ","Managed"
"4216",4216,13185000,"2019-03-04 13:30:00",545,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8892,13206000,312,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13548,13211205,743,"BOISE RIVER AT CALDWELL, ID ","Managed",18216,13213000,1110,"BOISE RIVER NR PARMA ID ","Managed"
"4217",4217,13185000,"2019-03-04 13:45:00",540,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8893,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13549,13211205,738,"BOISE RIVER AT CALDWELL, ID ","Managed",18217,13213000,1100,"BOISE RIVER NR PARMA ID ","Managed"
"4218",4218,13185000,"2019-03-04 14:00:00",545,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8894,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13550,13211205,738,"BOISE RIVER AT CALDWELL, ID ","Managed",18218,13213000,1100,"BOISE RIVER NR PARMA ID ","Managed"
"4219",4219,13185000,"2019-03-04 14:15:00",545,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8895,13206000,312,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13551,13211205,738,"BOISE RIVER AT CALDWELL, ID ","Managed",18219,13213000,1100,"BOISE RIVER NR PARMA ID ","Managed"
"4220",4220,13185000,"2019-03-04 14:30:00",540,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8896,13206000,312,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13552,13211205,738,"BOISE RIVER AT CALDWELL, ID ","Managed",18220,13213000,1100,"BOISE RIVER NR PARMA ID ","Managed"
"4221",4221,13185000,"2019-03-04 14:45:00",540,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8897,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13553,13211205,738,"BOISE RIVER AT CALDWELL, ID ","Managed",18221,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4222",4222,13185000,"2019-03-04 15:00:00",536,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8898,13206000,312,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13554,13211205,738,"BOISE RIVER AT CALDWELL, ID ","Managed",18222,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4223",4223,13185000,"2019-03-04 15:15:00",540,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8899,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13555,13211205,732,"BOISE RIVER AT CALDWELL, ID ","Managed",18223,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4224",4224,13185000,"2019-03-04 15:30:00",536,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8900,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13556,13211205,738,"BOISE RIVER AT CALDWELL, ID ","Managed",18224,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4225",4225,13185000,"2019-03-04 15:45:00",531,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8901,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13557,13211205,732,"BOISE RIVER AT CALDWELL, ID ","Managed",18225,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4226",4226,13185000,"2019-03-04 16:00:00",531,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8902,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13558,13211205,732,"BOISE RIVER AT CALDWELL, ID ","Managed",18226,13213000,1080,"BOISE RIVER NR PARMA ID ","Managed"
"4227",4227,13185000,"2019-03-04 16:15:00",531,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8903,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13559,13211205,732,"BOISE RIVER AT CALDWELL, ID ","Managed",18227,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4228",4228,13185000,"2019-03-04 16:30:00",526,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8904,13206000,321,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13560,13211205,732,"BOISE RIVER AT CALDWELL, ID ","Managed",18228,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4229",4229,13185000,"2019-03-04 16:45:00",531,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8905,13206000,321,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13561,13211205,738,"BOISE RIVER AT CALDWELL, ID ","Managed",18229,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4230",4230,13185000,"2019-03-04 17:00:00",522,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8906,13206000,312,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13562,13211205,732,"BOISE RIVER AT CALDWELL, ID ","Managed",18230,13213000,1080,"BOISE RIVER NR PARMA ID ","Managed"
"4231",4231,13185000,"2019-03-04 17:15:00",526,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8907,13206000,312,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13563,13211205,727,"BOISE RIVER AT CALDWELL, ID ","Managed",18231,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4232",4232,13185000,"2019-03-04 17:30:00",526,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8908,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13564,13211205,727,"BOISE RIVER AT CALDWELL, ID ","Managed",18232,13213000,1080,"BOISE RIVER NR PARMA ID ","Managed"
"4233",4233,13185000,"2019-03-04 17:45:00",517,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8909,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13565,13211205,732,"BOISE RIVER AT CALDWELL, ID ","Managed",18233,13213000,1080,"BOISE RIVER NR PARMA ID ","Managed"
"4234",4234,13185000,"2019-03-04 18:00:00",522,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8910,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13566,13211205,732,"BOISE RIVER AT CALDWELL, ID ","Managed",18234,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4235",4235,13185000,"2019-03-04 18:15:00",522,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8911,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13567,13211205,721,"BOISE RIVER AT CALDWELL, ID ","Managed",18235,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4236",4236,13185000,"2019-03-04 18:30:00",522,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8912,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13568,13211205,727,"BOISE RIVER AT CALDWELL, ID ","Managed",18236,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4237",4237,13185000,"2019-03-04 18:45:00",517,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8913,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13569,13211205,727,"BOISE RIVER AT CALDWELL, ID ","Managed",18237,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4238",4238,13185000,"2019-03-04 19:00:00",522,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8914,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13570,13211205,727,"BOISE RIVER AT CALDWELL, ID ","Managed",18238,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4239",4239,13185000,"2019-03-04 19:15:00",522,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8915,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13571,13211205,716,"BOISE RIVER AT CALDWELL, ID ","Managed",18239,13213000,1080,"BOISE RIVER NR PARMA ID ","Managed"
"4240",4240,13185000,"2019-03-04 19:30:00",522,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8916,13206000,312,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13572,13211205,721,"BOISE RIVER AT CALDWELL, ID ","Managed",18240,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4241",4241,13185000,"2019-03-04 19:45:00",522,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8917,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13573,13211205,721,"BOISE RIVER AT CALDWELL, ID ","Managed",18241,13213000,1080,"BOISE RIVER NR PARMA ID ","Managed"
"4242",4242,13185000,"2019-03-04 20:00:00",522,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8918,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13574,13211205,721,"BOISE RIVER AT CALDWELL, ID ","Managed",18242,13213000,1080,"BOISE RIVER NR PARMA ID ","Managed"
"4243",4243,13185000,"2019-03-04 20:15:00",522,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8919,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13575,13211205,716,"BOISE RIVER AT CALDWELL, ID ","Managed",18243,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
"4244",4244,13185000,"2019-03-04 20:30:00",517,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8920,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13576,13211205,721,"BOISE RIVER AT CALDWELL, ID ","Managed",18244,13213000,1080,"BOISE RIVER NR PARMA ID ","Managed"
"4245",4245,13185000,"2019-03-04 20:45:00",522,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",8921,13206000,316,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",13577,13211205,721,"BOISE RIVER AT CALDWELL, ID ","Managed",18245,13213000,1090,"BOISE RIVER NR PARMA ID ","Managed"
