"","X.x","site_no.x","dateTime","Flow_Inst.x","Site.x","Cat.x","X.y","site_no.y","Flow_Inst.y","Site.y","Cat.y","X.x.x","site_no.x.x","Flow_Inst.x.x","Site.x.x","Cat.x.x","X.y.y","site_no.y.y","Flow_Inst.y.y","Site.y.y","Cat.y.y"
"1",1,13185000,"2019-01-16 08:45:00",359,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4361,13206000,250,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9037,13211205,543,"BOISE RIVER AT CALDWELL, ID ","Managed",13693,13213000,766,"BOISE RIVER NR PARMA ID ","Managed"
"2",2,13185000,"2019-01-16 12:45:00",344,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4377,13206000,245,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9053,13211205,543,"BOISE RIVER AT CALDWELL, ID ","Managed",13709,13213000,783,"BOISE RIVER NR PARMA ID ","Managed"
"3",3,13185000,"2019-01-16 16:45:00",338,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4393,13206000,254,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9069,13211205,543,"BOISE RIVER AT CALDWELL, ID ","Managed",13725,13213000,783,"BOISE RIVER NR PARMA ID ","Managed"
"4",4,13185000,"2019-01-16 20:45:00",370,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4409,13206000,254,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9085,13211205,533,"BOISE RIVER AT CALDWELL, ID ","Managed",13741,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"5",5,13185000,"2019-01-16 22:45:00",378,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4417,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9093,13211205,519,"BOISE RIVER AT CALDWELL, ID ","Managed",13749,13213000,794,"BOISE RIVER NR PARMA ID ","Managed"
"6",6,13185000,"2019-01-16 23:00:00",381,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4418,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9094,13211205,519,"BOISE RIVER AT CALDWELL, ID ","Managed",13750,13213000,800,"BOISE RIVER NR PARMA ID ","Managed"
"7",7,13185000,"2019-01-16 23:15:00",381,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4419,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9095,13211205,514,"BOISE RIVER AT CALDWELL, ID ","Managed",13751,13213000,800,"BOISE RIVER NR PARMA ID ","Managed"
"8",8,13185000,"2019-01-16 23:30:00",385,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4420,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9096,13211205,519,"BOISE RIVER AT CALDWELL, ID ","Managed",13752,13213000,794,"BOISE RIVER NR PARMA ID ","Managed"
"9",9,13185000,"2019-01-16 23:45:00",389,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4421,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9097,13211205,514,"BOISE RIVER AT CALDWELL, ID ","Managed",13753,13213000,794,"BOISE RIVER NR PARMA ID ","Managed"
"10",10,13185000,"2019-01-17 00:00:00",389,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4422,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9098,13211205,514,"BOISE RIVER AT CALDWELL, ID ","Managed",13754,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"11",11,13185000,"2019-01-17 00:15:00",397,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4423,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9099,13211205,514,"BOISE RIVER AT CALDWELL, ID ","Managed",13755,13213000,794,"BOISE RIVER NR PARMA ID ","Managed"
"12",12,13185000,"2019-01-17 00:30:00",397,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4424,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9100,13211205,514,"BOISE RIVER AT CALDWELL, ID ","Managed",13756,13213000,794,"BOISE RIVER NR PARMA ID ","Managed"
"13",13,13185000,"2019-01-17 00:45:00",401,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4425,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9101,13211205,514,"BOISE RIVER AT CALDWELL, ID ","Managed",13757,13213000,794,"BOISE RIVER NR PARMA ID ","Managed"
"14",14,13185000,"2019-01-17 01:00:00",405,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4426,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9102,13211205,514,"BOISE RIVER AT CALDWELL, ID ","Managed",13758,13213000,794,"BOISE RIVER NR PARMA ID ","Managed"
"15",15,13185000,"2019-01-17 01:15:00",409,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4427,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9103,13211205,514,"BOISE RIVER AT CALDWELL, ID ","Managed",13759,13213000,794,"BOISE RIVER NR PARMA ID ","Managed"
"16",16,13185000,"2019-01-17 01:30:00",409,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4428,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9104,13211205,519,"BOISE RIVER AT CALDWELL, ID ","Managed",13760,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"17",17,13185000,"2019-01-17 01:45:00",412,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4429,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9105,13211205,519,"BOISE RIVER AT CALDWELL, ID ","Managed",13761,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"18",18,13185000,"2019-01-17 02:00:00",412,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4430,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9106,13211205,514,"BOISE RIVER AT CALDWELL, ID ","Managed",13762,13213000,794,"BOISE RIVER NR PARMA ID ","Managed"
"19",19,13185000,"2019-01-17 02:15:00",416,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4431,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9107,13211205,519,"BOISE RIVER AT CALDWELL, ID ","Managed",13763,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"20",20,13185000,"2019-01-17 02:30:00",416,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4432,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9108,13211205,524,"BOISE RIVER AT CALDWELL, ID ","Managed",13764,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"21",21,13185000,"2019-01-17 02:45:00",412,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4433,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9109,13211205,524,"BOISE RIVER AT CALDWELL, ID ","Managed",13765,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"22",22,13185000,"2019-01-17 03:00:00",412,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4434,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9110,13211205,528,"BOISE RIVER AT CALDWELL, ID ","Managed",13766,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"23",23,13185000,"2019-01-17 03:15:00",412,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4435,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9111,13211205,528,"BOISE RIVER AT CALDWELL, ID ","Managed",13767,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"24",24,13185000,"2019-01-17 03:30:00",412,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4436,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9112,13211205,528,"BOISE RIVER AT CALDWELL, ID ","Managed",13768,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"25",25,13185000,"2019-01-17 03:45:00",409,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4437,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9113,13211205,528,"BOISE RIVER AT CALDWELL, ID ","Managed",13769,13213000,783,"BOISE RIVER NR PARMA ID ","Managed"
"26",26,13185000,"2019-01-17 04:00:00",409,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4438,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9114,13211205,528,"BOISE RIVER AT CALDWELL, ID ","Managed",13770,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"27",27,13185000,"2019-01-17 04:15:00",409,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4439,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9115,13211205,528,"BOISE RIVER AT CALDWELL, ID ","Managed",13771,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"28",28,13185000,"2019-01-17 04:30:00",405,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4440,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9116,13211205,528,"BOISE RIVER AT CALDWELL, ID ","Managed",13772,13213000,783,"BOISE RIVER NR PARMA ID ","Managed"
"29",29,13185000,"2019-01-17 04:45:00",409,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4441,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9117,13211205,533,"BOISE RIVER AT CALDWELL, ID ","Managed",13773,13213000,794,"BOISE RIVER NR PARMA ID ","Managed"
"30",30,13185000,"2019-01-17 05:00:00",412,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4442,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9118,13211205,533,"BOISE RIVER AT CALDWELL, ID ","Managed",13774,13213000,794,"BOISE RIVER NR PARMA ID ","Managed"
"31",31,13185000,"2019-01-17 05:15:00",416,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4443,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9119,13211205,538,"BOISE RIVER AT CALDWELL, ID ","Managed",13775,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"32",32,13185000,"2019-01-17 05:30:00",416,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4444,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9120,13211205,543,"BOISE RIVER AT CALDWELL, ID ","Managed",13776,13213000,794,"BOISE RIVER NR PARMA ID ","Managed"
"33",33,13185000,"2019-01-17 05:45:00",416,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4445,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9121,13211205,552,"BOISE RIVER AT CALDWELL, ID ","Managed",13777,13213000,794,"BOISE RIVER NR PARMA ID ","Managed"
"34",34,13185000,"2019-01-17 06:00:00",416,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4446,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9122,13211205,557,"BOISE RIVER AT CALDWELL, ID ","Managed",13778,13213000,794,"BOISE RIVER NR PARMA ID ","Managed"
"35",35,13185000,"2019-01-17 06:15:00",416,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4447,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9123,13211205,552,"BOISE RIVER AT CALDWELL, ID ","Managed",13779,13213000,794,"BOISE RIVER NR PARMA ID ","Managed"
"36",36,13185000,"2019-01-17 06:30:00",416,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4448,13206000,280,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9124,13211205,552,"BOISE RIVER AT CALDWELL, ID ","Managed",13780,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"37",37,13185000,"2019-01-17 06:45:00",412,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4449,13206000,284,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9125,13211205,552,"BOISE RIVER AT CALDWELL, ID ","Managed",13781,13213000,794,"BOISE RIVER NR PARMA ID ","Managed"
"38",38,13185000,"2019-01-17 07:00:00",416,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4450,13206000,289,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9126,13211205,552,"BOISE RIVER AT CALDWELL, ID ","Managed",13782,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"39",39,13185000,"2019-01-17 07:15:00",416,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4451,13206000,284,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9127,13211205,552,"BOISE RIVER AT CALDWELL, ID ","Managed",13783,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"40",40,13185000,"2019-01-17 07:30:00",420,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4452,13206000,284,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9128,13211205,552,"BOISE RIVER AT CALDWELL, ID ","Managed",13784,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"41",41,13185000,"2019-01-17 07:45:00",416,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4453,13206000,289,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9129,13211205,552,"BOISE RIVER AT CALDWELL, ID ","Managed",13785,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"42",42,13185000,"2019-01-17 08:00:00",420,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4454,13206000,289,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9130,13211205,552,"BOISE RIVER AT CALDWELL, ID ","Managed",13786,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"43",43,13185000,"2019-01-17 08:15:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4455,13206000,289,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9131,13211205,552,"BOISE RIVER AT CALDWELL, ID ","Managed",13787,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"44",44,13185000,"2019-01-17 08:30:00",420,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4456,13206000,289,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9132,13211205,557,"BOISE RIVER AT CALDWELL, ID ","Managed",13788,13213000,789,"BOISE RIVER NR PARMA ID ","Managed"
"45",45,13185000,"2019-01-17 08:45:00",420,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4457,13206000,293,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9133,13211205,552,"BOISE RIVER AT CALDWELL, ID ","Managed",13789,13213000,800,"BOISE RIVER NR PARMA ID ","Managed"
"46",46,13185000,"2019-01-17 09:00:00",420,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4458,13206000,289,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9134,13211205,552,"BOISE RIVER AT CALDWELL, ID ","Managed",13790,13213000,794,"BOISE RIVER NR PARMA ID ","Managed"
"47",47,13185000,"2019-01-17 09:15:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4459,13206000,293,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9135,13211205,557,"BOISE RIVER AT CALDWELL, ID ","Managed",13791,13213000,800,"BOISE RIVER NR PARMA ID ","Managed"
"48",48,13185000,"2019-01-17 09:30:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4460,13206000,289,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9136,13211205,552,"BOISE RIVER AT CALDWELL, ID ","Managed",13792,13213000,800,"BOISE RIVER NR PARMA ID ","Managed"
"49",49,13185000,"2019-01-17 09:45:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4461,13206000,289,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9137,13211205,557,"BOISE RIVER AT CALDWELL, ID ","Managed",13793,13213000,800,"BOISE RIVER NR PARMA ID ","Managed"
"50",50,13185000,"2019-01-17 10:00:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4462,13206000,284,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9138,13211205,552,"BOISE RIVER AT CALDWELL, ID ","Managed",13794,13213000,805,"BOISE RIVER NR PARMA ID ","Managed"
"51",51,13185000,"2019-01-17 10:15:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4463,13206000,293,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9139,13211205,552,"BOISE RIVER AT CALDWELL, ID ","Managed",13795,13213000,805,"BOISE RIVER NR PARMA ID ","Managed"
"52",52,13185000,"2019-01-17 10:30:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4464,13206000,284,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9140,13211205,552,"BOISE RIVER AT CALDWELL, ID ","Managed",13796,13213000,805,"BOISE RIVER NR PARMA ID ","Managed"
"53",53,13185000,"2019-01-17 10:45:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4465,13206000,284,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9141,13211205,552,"BOISE RIVER AT CALDWELL, ID ","Managed",13797,13213000,800,"BOISE RIVER NR PARMA ID ","Managed"
"54",54,13185000,"2019-01-17 11:00:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4466,13206000,289,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9142,13211205,557,"BOISE RIVER AT CALDWELL, ID ","Managed",13798,13213000,805,"BOISE RIVER NR PARMA ID ","Managed"
"55",55,13185000,"2019-01-17 11:15:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4467,13206000,289,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9143,13211205,562,"BOISE RIVER AT CALDWELL, ID ","Managed",13799,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"56",56,13185000,"2019-01-17 11:30:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4468,13206000,289,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9144,13211205,557,"BOISE RIVER AT CALDWELL, ID ","Managed",13800,13213000,817,"BOISE RIVER NR PARMA ID ","Managed"
"57",57,13185000,"2019-01-17 11:45:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4469,13206000,284,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9145,13211205,562,"BOISE RIVER AT CALDWELL, ID ","Managed",13801,13213000,817,"BOISE RIVER NR PARMA ID ","Managed"
"58",58,13185000,"2019-01-17 12:00:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4470,13206000,284,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9146,13211205,562,"BOISE RIVER AT CALDWELL, ID ","Managed",13802,13213000,817,"BOISE RIVER NR PARMA ID ","Managed"
"59",59,13185000,"2019-01-17 12:15:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4471,13206000,284,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9147,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13803,13213000,817,"BOISE RIVER NR PARMA ID ","Managed"
"60",60,13185000,"2019-01-17 12:30:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4472,13206000,284,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9148,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13804,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"61",61,13185000,"2019-01-17 12:45:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4473,13206000,280,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9149,13211205,562,"BOISE RIVER AT CALDWELL, ID ","Managed",13805,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"62",62,13185000,"2019-01-17 13:00:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4474,13206000,280,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9150,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13806,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"63",63,13185000,"2019-01-17 13:15:00",433,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4475,13206000,280,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9151,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13807,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"64",64,13185000,"2019-01-17 13:30:00",433,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4476,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9152,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13808,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"65",65,13185000,"2019-01-17 13:45:00",433,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4477,13206000,280,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9153,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13809,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"66",66,13185000,"2019-01-17 14:00:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4478,13206000,280,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9154,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13810,13213000,834,"BOISE RIVER NR PARMA ID ","Managed"
"67",67,13185000,"2019-01-17 14:15:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4479,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9155,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13811,13213000,834,"BOISE RIVER NR PARMA ID ","Managed"
"68",68,13185000,"2019-01-17 14:30:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4480,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9156,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",13812,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"69",69,13185000,"2019-01-17 14:45:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4481,13206000,280,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9157,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",13813,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"70",70,13185000,"2019-01-17 15:00:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4482,13206000,280,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9158,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",13814,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"71",71,13185000,"2019-01-17 15:15:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4483,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9159,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",13815,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"72",72,13185000,"2019-01-17 15:30:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4484,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9160,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",13816,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"73",73,13185000,"2019-01-17 15:45:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4485,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9161,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",13817,13213000,834,"BOISE RIVER NR PARMA ID ","Managed"
"74",74,13185000,"2019-01-17 16:00:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4486,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9162,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",13818,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"75",75,13185000,"2019-01-17 16:15:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4487,13206000,280,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9163,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",13819,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"76",76,13185000,"2019-01-17 16:30:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4488,13206000,280,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9164,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",13820,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"77",77,13185000,"2019-01-17 16:45:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4489,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9165,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",13821,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"78",78,13185000,"2019-01-17 17:00:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4490,13206000,280,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9166,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13822,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"79",79,13185000,"2019-01-17 17:15:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4491,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9167,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",13823,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"80",80,13185000,"2019-01-17 17:30:00",420,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4492,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9168,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",13824,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"81",81,13185000,"2019-01-17 17:45:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4493,13206000,280,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9169,13211205,581,"BOISE RIVER AT CALDWELL, ID ","Managed",13825,13213000,834,"BOISE RIVER NR PARMA ID ","Managed"
